Job_title,Company,Location,Salary,Job_description
Senior Business Analyst I,Goldbelt C6,"Washington, DC",120000.0,The Senior Business Analyst I - works within company/government structure to create and monitor category management operating procedures to maximize employee…
Management and Program Analyst (Web Analytics),US Department of Health And Human Services,"Silver Spring, MD",139512.5,"Your SF-50 must show the following information: 1) Full position title; 2) Appointment type; 3) Pay Plan, Series, Grade & Step; 4) Tenure code; and 5) Service…"
Business Systems Analyst,NASA Federal Credit Union,"Upper Marlboro, MD",93125.0,"401(k) match to 5% of earnings – immediate enrollment and 100% vesting.$67,500 - $118,750 / Annually (based on level and experience).Not Required for Level I."
Sr. SAS Programmer Analyst,Rapiditgain,"Herndon, VA",86000.0,"Ensure analysis data and programming code meet regulatory and company standards.Generate and validate tables, listings, graphs, analysis datasets, legacy…"
MANAGEMENT AND PROGRAM ANALYST *ICTAP/VEOA Eligible*,US Department of the Treasury,"Washington, DC",99287.5,WHAT IS THE COMMUNICATION & LIAISON (C&L) DIVISION?The Communications & Liaison Division (C&L) works to support the IRS mission through information-sharing…
PROGRAM ANALYST,US Department of the Air Force,"Arlington, VA",139512.5,"Ability to gather, assemble, and analyze facts, draw conclusions, conduct analysis, devise recommended solutions, and package the entire process in briefings,…"
"Management and Program Analyst, ZAâ€�0343â€�3 (MAP)",US Department of Commerce,"Silver Spring, MD",92135.0,SUBSTITUTION OF EDUCATION: Ph.D. or equivalent doctoral degree or 3 full years of progressively higher level graduate education leading to such a degree or LL.M…
"Management and Program Analyst, ZAâ€�0343â€�3 (DE/CR)",US Department of Commerce,"Silver Spring, MD",92135.0,SUBSTITUTION OF EDUCATION: Ph.D. or equivalent doctoral degree or 3 full years of progressively higher level graduate education leading to such a degree or LL.M…
Supervisory Program Analyst,US Department of Veterans Affairs,"Washington, DC",139512.5,Understand and further management goals as these affect day-to-day work operations; and.Military reserve or National Guard technician special disability…
Senior Business Analyst,"Networking and Engineering Technologies, Inc.","Washington, DC",75000.0,"Aggregates, analyzes data and develops reports.Routinely collects operational, customer, financial, employee related data from automated business systems, data…"
MANAGEMENT AND PROGRAM ANALYST,US Department of the Navy,"Washington Navy Yard, DC",92135.0,"Within the Department of Defense (DoD), the appointment of retired military members within 180 days immediately following retirement date to a civilian position…"
Data Acquisition Analyst (NIH),Ripple Effect,"Rockville, MD",97500.0,"6 years of professional work experience, with a minimum of 3 years of data analysis experience.As a Data Acquisition Analyst, you will work with clients,…"
IT Process Consultant III - Business Analyst (Multi-discipli...,NIS Solutions,"Crystal City, VA",105000.0,"Duties may include activity and data modeling, developing improvements to business methods on IT related projected."
Supervisory Management and Program Analyst,US Department of Homeland Security,"Arlington, VA",156750.5,"Developing and administering operational plans, division policy, and technical reports containing critical information and technical data; and."
"Supervisory Management and Program Analyst, ZA-0343-4 (MAP)",US Department of Commerce,"Silver Spring, MD",134988.0,"Salary for selectee's pay may be set at any point within the pay band except for intervals 4 and 5 ($157,710 - $167,313) which is reserved for supervisory…"
Entry Level Data Analyst,Quantum Technologies Inc.,"Falls Church, VA",65000.0,"Acquire data from different data sources and correlate, and map data to develop new integrated data sets using business logic.Must have basic SQL knowledge."
Entry Level Business Analyst,Dhatronictech,"Washington, DC",63000.0,Gather and analyze market data of several and perform necessary processing like probability theory and mathematical statistical model to study the market…
Data Analyst - Secret Clearance,SGC,"Alexandria, VA",100000.0,"Apply project management skills to oversee implementation of new data sources and oversee minor projects (systemic data correction, table modification and data…"
Business Analyst - Strategy Consulting,Bainbridge,"Washington, DC",62500.0,"Develops strategic recommendations and solutions for clients using primary and secondary data, gather research, transform data into reports by writing clear and…"
Data Analyst,Pueo Business Solutions,"Washington, DC",114000.0,Pueo is looking for a skilled data analyst who will support the Intelligence Community on various HR and EEO efforts.4 years of experience with data analysis.
Data Analyst/Data Scientist,Government of the District of Columbia,"Washington, DC",93832.5,"Comprehensive knowledge of and demonstrable skills at developing and editing complex detail-oriented reports.Develops, updates, and maintains the data base for…"
Operations Research Analyst (Data Scientist),US Department of Justice,"Arlington, VA",139512.5,"As a member of the DEA data governance board, you will influence agency data management and represent the key considerations for the storage, retrieval and use…"
Research Assistant - Data Analysis and Presentation,Center for Global Development,"Washington, DC",48000.0,"The successful candidate will have experience with research in economics, public policy, political science or a related field."
Data Analyst - Army National Guard,Strategy Consulting Team,"Arlington, VA",85000.0,Forecast trends based on historical statistical data.Bachelor’s Degree in Mathematics or Statistics and a minimum of 5 years of national level practical…
Business Analystnew,Indigo Arc LLC,"Washington, DC",95000.0,Experience integrating forms and data management platforms.Program Description: * _The HUD Forms as a Service (FaaS) project is an IT Modernization project to …
Program Analystnew,US Department of State,"Arlington, VA",139512.5,"The position is located in the Bureau of Overseas Buildings Operations (OBO), Construction, Facility and Security Management Directorate (CFSM), Office of…"
Program Analyst (Data Manager),US Legislative Branch,"Washington, DC",118064.0,May serves as an advocate for the value of Copyright Office data products and enterprise data vision.Serves as a subject matter expert on best practices and…
Data Analyst (Secret Clearance Required),Zachary Piper Solutions,"Arlington, VA",97500.0,"Zachary Piper Solutions is currently seeking a Data Analyst to work for a long term federal contract in Arlington, VA.5+ years of Experience as a Data Analyst."
Sr. Business Analyst,Team Technology Inc,"Alexandria, VA",92500.0,Manipulate data within Excel or other files to the correct format for Access to read.Fully utilizes data models and the use of appropriate tools; relies on…
Program Analyst,District Department of Transportation,"Washington, DC",86750.5,The incumbent will work with IT Division to develop data collection process and store new project/program (big) data into databases such as SQL database and…
Student Trainee (Management and Program Analyst),US Legislative Branch,"Washington, DC",54102.0,"Intern will collect and analyze data, develop data-based findings and conclusions.Experience with automation tools used for data gathering and analysis is a…"
Financial Analyst,American Federation of Teachers,"Washington, DC",88369.0,"Collect and analyze data relevant to the bargaining situation, including inflation, cost of living, and other economic factors that may impact the financial…"
Data Visualization Specialist,Copper River Enterprise Services,"Washington, DC",130000.0,"Web Development: 3 years (Preferred).Your health is most important, so you’ll be “covered” with medical, dental and vision insurance."
"Sr, SAS Developer/Data Analyst/Data Architect",National Older Worker Career Center,"Washington, DC",158080.0,"Responsible for performing complex data queries to extract, cleanse, collapse and sort data tables from multiple relational databases; perform complex…"
Management Analyst (Community Partnerships),Government of the District of Columbia,"Washington, DC",108542.5,"CPA leads the agency in the development of child welfare community-based prevention activities, including case integration and service coordination strategies…"
Fleet Sr. Data Mgmt Analyst - (19-FM-5610-014),DC Water,"Washington, DC",83347.5,"Performs data trends and data analysis, and implements technical updates and technological developments pertaining to the FMIS, system processes, operations,…"
Entry Level Program Analyst (Economist) - Cost & Pricing,US Other Agencies and Independent Organizations,"Arlington, VA",62040.5,"Uses critical thinking, data analytics, and applied logic to discern meaning of and interpret data, and identify risks.0343 Management And Program Analysis."
Management and Program Analystnew,US Other Agencies and Independent Organizations,"Washington, DC",130186.0,"This position is in the Performance Division in the Bureau for Management, Office of Management Policy, Budget and Performance (M/MPBP/PERF)."
Defense Trade Analyst Level II - ITAR/Export Control,Aperture Solutions Group,"Washington, DC",108000.0,Collect and analyze data and information provided by U.S. industry and available precedent cases.Arms Export Control Act (ACEA) and the ITAR: 3 years (Required…
Management and Program Analyst,US Department of Agriculture,"Washington, DC",52471.5,"The incumbent serves as Management and Program Analyst to support data calls and reporting for advancing the use of automation, data, metrics, reports and…"
Supervisory Program Analyst,US Department of Homeland Security,"Washington, DC",139512.5,Occasional travel - This position may require non-emergency travel (5%).Disabled veteran leave will be available to any Federal employee hired on or after…
Program Analyst (Contract Oversight) (Open to both U.S. Citi...,US Department of Transportation,"Washington, DC",139512.5,The Program Analyst (Contract Oversight Manager) serves as a lead for contract support planning and execution within ITSS with the goal of strengthening and…
Supervisory Management and Program Analyst,US Department of Homeland Security,"Arlington, VA",156750.5,25% or less - 1 to 5 nights per month.This position has been designated excluded from bargaining unit representation under the national security provision of 5…
Management and Program Analyst (PSC),US Other Agencies and Independent Organizations,"Washington, DC",118004.0,Use of Excel and business intelligence software to perform complex financial and organizational analysis.Coordinate and participate in contracting for the use…
IT Business Analyst,Zachary Piper Solutions,"Clinton, MD",105000.0,"Keywords: business analyst, analyst, finance, budget, analyst, it asset management, iam, congressional management, excel, pivot tables, formulas, spreadsheets,…"
Data Acquisition Analyst (NIH),Ripple Effect,"Rockville, MD",97500.0,"6 years of professional work experience, with a minimum of 3 years of data analysis experience.Experience generating reports and dashboards to communicate data…"
LEAD PROGRAM ANALYST,US Department of the Navy,"Arlington, VA",164108.5,"Within the Department of Defense (DoD), the appointment of retired military members within 180 days immediately following retirement date to a civilian position…"
Junior Data Analyst,Amivero,"Washington, DC",67500.0,"Identify new ways of using client data.You'll conduct statistical analysis to develop assessments for customers, identify new ways of using client data, and…"
Senior Data Analyst,"Blue Compass, LLC","Tysons Corner, VA",105000.0,"Using data mining for structured and unstructured information to join and explore relationships in disparate data sets, this role applies advanced analytics…"
Data Analyst - Civic Tech,BlueLabs Analytics,"Washington, DC",67000.0,"The BlueLabs Government Analytics practice revolutionizes the way government agencies use data to streamline operations, interact with citizens, and react to…"
Data Science/Data Analyst,CRAiC LLC,"Arlington, VA",60000.0,Proven experience (2-5 years) in a Data Science or Data Analyst position.Cost Readiness Analytics (CRAiC LLC) is looking for a Journeyman Data Science / Data…
Analyst & Data Scientist - CDC Contact Tracing,JSS Consults,"Washington, DC",155000.0,Preferred; Master’s degree with 3-5 years’ experience.Handles processing and index requests against high-volume collections of data and high-velocity data…
"ServiceNow Business Analyst, Quality Analyst",Concepts It,"Vienna, VA",112500.0,The Business Analyst works with evaluators to detail enhancements within time constraints.The Business Analyst will contribute to support systems that evaluate…
Program Analyst,US Department of the Treasury,"Washington, DC",76586.0,OR You may substitute education for specialized experience as follows: completed a Ph.D. or equivalent doctoral degree or 3 full years of progressively higher…
Program Analyst (GTR),US Department of Housing and Urban Development,"Washington, DC",118064.0,Occasional travel - 1-5 days/month.Manage a portfolio of technical assistance cooperative agreements (grants); developing policies and procedures for the…
Management and Program Analyst (Open to both U.S. Citizens a...,US Department of Transportation,"Washington, DC",139512.5,The Federal Lands Highway Office is responsible for administering the nationwide Federal Lands and Tribal Transportation Program (FLTTP) and other…
Program Analyst,International AntiCounterfeiting Coalition,"Washington, DC",41000.0,Process data accurately and efficiently.Track key data points as directed.Analyze data and report trends to Program Manager.
Program Analyst (Travel Policy Analyst) (Open to both U.S. C...,US Department of Transportation,"Washington, DC",130186.0,"This position serves as the lead analyst for FHWA Travel and Relocation Programs.Perform detailed and thorough reviews, analyses, and reconciliation of travel…"
"Senior Business Analyst, QA","Networking and Engineering Technologies, Inc.","Washington, DC",80000.0,Senior Business Analyst/Metrics-Process Improvement SME*.This position supports the Washington Headquarters Services Federal Facilities Division (FFD)…
Senior Business Analyst,"Networking and Engineering Technologies, Inc.","Washington, DC",75000.0,Senior Business Analyst/Metrics-Process Improvement SME*.This position supports the Washington Headquarters Services Federal Facilities Division (FFD)…
Data Analyst,AlphaVu,"Washington, DC",54000.0,Collect and analyze social data from online platforms and AlphaVu’s proprietary data analytics software.AlphaVu is currently seeking a data analyst to produce…
Procurement Analyst - GS-1102-12/13 - (Govt-Wide-JM),US Department of the Interior,"Reston, VA",109900.0,"Examples of such experience include responsibility for pre-award and/or post-award functions for a variety of specialized equipment, services, and/or…"
Business Analyst,Analogiks,"Washington, DC",92500.0,Financial and procurement data experience (required).Experience with financial and procurement data analysis will be key in supporting DATA Act reporting…
Business Analyst,IQuasar,"Sterling, VA",130000.0,Facilitate data sharing agreements with new data owners.Conduct gap analysis between existing data and necessary data.Must have an active TS/SCI clearance.
Program Analyst,US Department of Homeland Security,"Washington, DC",76586.0,Creating data reports or data visualizations on program or project efficiency and/or effectiveness; and.Gathering and analyzing data in order to develop agency…
Financial Analyst,US Department of Housing and Urban Development,"Washington, DC",139512.5,"Assessing, scrubbing, and analyzing large volumes of financial and programmatic data; AND.Analyze data to assess compliance, financial soundness, solvency and…"
Program Analyst,US Department of Housing and Urban Development,"Washington, DC",139512.5,The incumbent of this position serves as a Senior Program Analyst.The purpose of the position is to analyze and advise management on the evaluation of the…
Business Analyst,"Foot Levelers, Inc","Roanoke, VA",71172.0,3-5 years of NetSuite System Applications/Process experience preferred.System administration: 3 years (Preferred).Technical support: 3 years (Preferred).
